,label,filename,total,100.0,156.33333333333334,212.66666666666669,269.0,325.33333333333337,381.6666666666667,438.0,494.33333333333337,550.6666666666667,607.0,663.3333333333334,719.6666666666667,776.0,832.3333333333334,888.6666666666667,945.0
0,AtlanticSalmon,Salmon_Fillet_210825101735.mzML,36015.62432636876,3592.2685612556484,872.5796078138706,1726.4542148603648,1430.0288297423558,1954.3912913972308,1527.163304575353,1688.66884358043,1652.0190606633491,1611.949388439108,1685.6830798579483,2138.1304735540025,4982.67589102702,4711.430362252787,2258.639148475608,2096.5452837163607,2086.996985157311
1,AtlanticSalmon,Salmon_Fillet_210825101823.mzML,36670.69033853935,3438.2519428782525,858.0006788833765,1963.646737338092,1506.59622314507,2041.1643877093115,1574.340001069754,1626.5914455087327,1567.8733189066847,1617.048762822198,1614.454205164015,2169.5176930289285,5081.458119877975,4847.271384918807,2402.7246950986414,2115.8551484757204,2245.895593713793
2,AtlanticSalmon,Salmon_Fillet_210825101913.mzML,20549.582676543538,1786.148856712032,487.8454402434285,1054.375847314166,912.1373513917514,1311.9569518064131,955.7856296457804,1114.2011856959136,999.0259172522692,993.7694762640492,1037.3348529801433,1224.8852327627762,2619.943265321269,2384.3629670947166,1252.6811081772917,1181.1356861623092,1233.992907719231
3,AtlanticSalmon,Salmon_Fillet_210825102003.mzML,6696.518998990022,741.8991515352612,157.47144059856302,385.40488439629104,334.7094947481348,507.6224227629828,319.04463982487897,431.7018624300392,332.6032064846695,314.4800435478364,319.57684270582604,351.7364029464416,721.9340265203003,753.6296691904898,345.0308884804733,328.5531565756381,351.12086624219603
4,AtlanticSalmon,Salmon_Fillet_210825102045.mzML,33964.94026977424,3124.9912935263587,861.6107551461816,1696.5902630196283,1433.8135724311142,1868.4551591221543,1431.934176433186,1601.8443810236688,1546.2108516845817,1551.4963192875175,1547.870278259975,1991.2480760237092,4621.167482077967,4539.78576777272,2162.579208091087,1977.820200584558,2007.522485289831
5,AtlanticSalmon,Salmon_Fillet_210825102131.mzML,9222.453377208814,972.1228725572428,203.86191189383,458.1259481436017,436.0083328540184,574.0059700214033,464.6160286474539,514.5219054683087,470.63284878124,468.31018394262543,477.23422482774,569.0157637604773,1124.417602608796,996.5495826872188,542.9254216292546,467.7456337828201,482.3591456027849
6,AtlanticSalmon,Salmon_Fillet_210825102213.mzML,10551.534856266306,938.545604801462,242.99484276279125,588.5126655676451,539.8294029907787,760.7425925723101,512.508815521772,617.8727110009255,514.9261667007719,523.8728613230626,540.9263048468453,603.6458937261893,1253.9939140592446,1201.639453463892,586.7059142567307,558.7287251560241,566.0889875158605
7,AtlanticSalmon,Salmon_Fillet_210825102643.mzML,9500.399667479604,937.698290706012,217.71830077515423,511.5185316557689,435.3191847726533,590.2928369886129,406.6763966745607,456.6506737336078,424.56876831122287,436.063202934092,417.808846127994,538.4505452255627,1261.9932968604571,1264.962574341351,574.1040624204511,511.7986472015758,514.7755087505283
8,AtlanticSalmon,Salmon_Fillet_210825102734.mzML,13883.432146722484,1176.704172217846,304.95616014093747,719.52100713868,645.509619226143,842.3007890172785,613.4019805148707,704.3030000459728,641.9352627735589,651.2183856377895,646.8195689663606,801.7480334435205,1864.0735443718595,1828.0785090238396,864.7573781804737,784.5820913492187,793.5226446741365
