,label,filename,total,100.0,150.0,200.0,250.0,300.0,350.0,400.0,450.0,500.0,550.0,600.0,650.0,700.0,750.0,800.0,850.0,900.0,950.0
0,Medaxenografts,Med8Atumour1_210827102824.mzML,5873.91927263466,579.8250002659503,636.2578114305315,172.82526090343322,373.3421577571848,243.90940401279195,296.04260008165284,276.5279676306733,294.8744661085632,279.5630701952824,284.7073628134645,253.827680159962,335.00485018871217,403.6075885008654,275.236629506251,301.9609814127164,296.2832216949289,287.98285641484176,282.140363556854
1,Medaxenografts,Med8Atumour1_210827103001.mzML,3787.860353398026,342.9204018049297,447.2784916480658,117.71710636995736,274.0757932258586,184.03571240768744,186.4646868042608,184.0072781957906,169.33765847212135,170.7895088694639,184.27193877703195,150.52718354163594,211.5569844964789,263.6711270334015,172.78205421279893,188.46926767253603,181.84310488153167,171.3860722593658,186.7259827251095
2,Medaxenografts,Med8Atumour1_210827103143.mzML,8702.394354584425,851.3054433174551,571.9901118002354,298.2699905005488,572.6574908675686,405.1972632440941,496.8444353086451,474.2217476619117,487.7512291865313,453.5520865141213,462.8759367301621,415.3725858682698,509.0458620891057,542.0193967952447,451.1986248359553,418.78068832693504,431.8907667259861,433.8837085095989,425.5369863020545
3,Medaxenografts,Med8Atumour1_210827103200.mzML,10965.215153443816,743.2657797522014,911.7430082135548,362.0269864857352,625.1096091899774,452.9820193990572,548.8971616567312,588.6147678496405,544.4913685561429,569.3259698676513,599.061858399488,544.2148524900412,682.3675344608527,742.5447740839621,598.8937963217786,626.4021568082121,600.6920447705493,595.6747677300378,628.9066974082025
4,Medaxenografts,Med8Atumour1_210827103215.mzML,1808.7410992770303,205.68201667467756,258.3305172637993,60.75780577736156,139.1163005830389,73.95478689871298,89.93850921535986,85.69460278474028,79.48598298258958,74.16046814251415,85.1786665022179,67.43123391621862,94.3243632280863,109.9578334508155,74.3750474531114,77.82857805909052,83.16206034409123,71.9907308117906,77.37159518881435
5,Medaxenografts,Med8Atumour1_210827103233.mzML,18838.32029368399,1178.1001578078383,1818.094855558996,586.7609922458074,1018.9853779625296,869.2764486150409,963.5721561733642,1011.1812749824356,944.8412767695614,936.654806454786,941.9190067882502,880.8804207186417,1216.793923341743,1416.2461543108243,1004.6030805135944,1061.887597999307,1021.6047157159696,954.715541090243,1012.2025066350616
6,Medaxenografts,Med8Atumour1_210827103253.mzML,20725.27928743881,1478.4566897957095,2062.748386893283,660.2017742135511,1154.9108251460536,887.9336640676667,1090.726454513222,1126.5922659921764,1082.555766419088,1104.0673444223733,1102.455654037127,1038.8689215949198,1206.637975730315,1314.5759920443372,1050.0232139353045,1071.8560621097497,1116.3751073574576,1065.8290687077215,1110.4641204587558
7,Medaxenografts,Med8Atumour1_210827103324.mzML,3172.139001119262,317.55871509512264,319.25801198038045,107.80657275540008,212.69185657279013,143.51604229092885,156.14312222832993,139.29104708310348,139.7792192166698,128.77250965259546,177.31199368299394,127.5197968214872,189.27162385781057,216.91034012250083,159.56020284552514,148.9449596880148,157.6139037691278,165.48268407352938,164.70639938295147
8,Medaxenografts,Med8Atumour1_210827103341.mzML,4383.245666831076,547.38027207525,402.110161219218,158.0353543348498,404.3299606330205,178.0782815857227,207.9328427609965,183.5870281348603,177.4240563706037,161.7928660600625,197.228881775811,160.83956939849116,242.89100177094963,291.7130352663855,208.62127018854943,211.17503162670263,214.1439552167664,215.5785952995951,220.3835031132425
9,Medaxenografts,Med8Atumour1_210827103401.mzML,5064.480460825912,591.232084529977,577.5175480503025,172.86214747799497,359.13242915703484,237.3199712845929,270.45075214761044,244.96334516141488,225.55660903003763,208.5841561113901,263.2240687354829,202.19976235595533,279.4552848728672,306.2341118378029,230.4204381361067,227.27789942207545,219.2399456085245,219.5140148168452,229.2958920898975
10,Medaxenografts,Med8Atumour1_210827103421.mzML,4811.026021399189,446.2405976868338,466.66680222296776,128.43005809805592,320.94959216794,209.1689997295224,217.91168225683657,228.70065408752356,212.3141955654164,213.284818037661,239.55932496060828,206.7076997103852,294.5016954722832,357.36923190053847,245.05895199446775,269.8232788580642,253.284551585795,251.66011529307943,249.39377177120875
11,Medaxenografts,Med8Atumour1_210827103440.mzML,5266.770856015945,540.002349743105,352.9255977154294,210.0532130228116,334.8286830263531,259.0797323936642,299.8015557749804,290.0154357882639,276.3583017540447,266.44768907994904,263.0372444172032,246.7559913994064,285.5037114506966,353.5762973280919,276.31691676971275,244.7027290685646,264.4470381213947,253.3501939877337,249.5681751745408
12,Medaxenografts,Med8Atumour1_210827103456.mzML,3065.843558311001,332.0917548576991,305.6630925033709,89.48312273926982,213.00116523551537,128.05427387559578,156.86690041846364,148.50723554098877,151.2507773922454,138.36636827404325,151.47519423605877,124.27105529989372,169.39180910396192,213.46672975991143,153.92998740972686,151.83627630965066,148.66071126127054,141.55181639171914,147.97528770161577
